0 , 3.15
1 , 4.91
2 , 6.03
0 , 3.13
1 , 4.88
2 , 6.01
2 , 6.02
0 , 3.13
1 , 4.88
1 , 4.88
0 , 3.2
2 , 6.02
0 , 3.13
1 , 4.89
2 , 6.05
0 , 3.14
1 , 4.91
2 , 6.01
0 , 3.18
1 , 4.92
2 , 6.03
0 , 3.17
2 , 6.08
1 , 4.92
0 , 3.14
1 , 4.88
2 , 6.05
0 , 3.14
1 , 4.91
2 , 6.0
0 , 3.19
1 , 4.89
2 , 6.0
2 , 6.1
0 , 3.23
1 , 4.93
1 , 4.88
0 , 3.28
2 , 6.0
0 , 3.18
1 , 4.88
2 , 6.07
0 , 3.13
1 , 4.88
2 , 6.02
0 , 3.15
1 , 4.88
2 , 6.05
0 , 3.08
1 , 4.91
2 , 6.02
2 , 6.01
1 , 4.91
0 , 3.26
0 , 3.18
1 , 4.92
2 , 6.01
0 , 3.25
1 , 4.92
2 , 6.01
0 , 3.16
1 , 4.91
2 , 6.06
2 , 5.99
1 , 4.93
0 , 3.14
0 , 3.28
1 , 4.89
2 , 6.02
0 , 3.24
1 , 4.9
2 , 5.98
0 , 3.11
1 , 4.91
2 , 6.0
0 , 3.21
2 , 6.0
1 , 4.89
0 , 3.15
1 , 4.9
2 , 6.05
0 , 3.25
1 , 4.9
2 , 6.08
0 , 3.3
1 , 4.91
2 , 6.06
2 , 6.03
0 , 3.18
1 , 4.88
0 , 3.24
1 , 4.9
2 , 6.02
0 , 3.18
1 , 4.9
2 , 6.03
0 , 3.11
1 , 4.91
2 , 6.02
0 , 3.12
1 , 4.88
2 , 6.02
0 , 3.19
2 , 6.03
1 , 4.89
0 , 3.17
1 , 4.94
2 , 6.0
0 , 3.28
1 , 4.93
2 , 6.08
1 , 4.9
0 , 3.22
2 , 6.05
2 , 6.02
1 , 4.89
0 , 3.1
0 , 3.15
1 , 4.91
2 , 6.0
0 , 3.07
1 , 4.91
2 , 6.07
0 , 3.15
1 , 4.91
2 , 6.05
0 , 3.14
2 , 5.99
1 , 4.87
0 , 3.15
1 , 4.87
2 , 6.09
0 , 3.14
1 , 4.89
2 , 6.0
0 , 3.09
1 , 4.89
2 , 6.06
0 , 3.11
1 , 4.92
2 , 6.06
1 , 4.92
0 , 3.22
2 , 6.09
0 , 3.15
1 , 4.89
2 , 6.02
0 , 3.18
1 , 4.92
2 , 6.03
0 , 3.29
1 , 4.91
2 , 6.06
0 , 3.15
1 , 4.9
2 , 6.02
0 , 3.25
1 , 4.92
2 , 6.06
0 , 3.15
1 , 4.88
2 , 6.05
2 , 5.98
0 , 3.25
1 , 4.93
1 , 4.88
0 , 3.07
2 , 6.03
0 , 3.15
1 , 4.92
2 , 6.02
0 , 3.24
1 , 4.92
2 , 6.01
0 , 3.15
1 , 4.9
2 , 6.0
0 , 3.23
2 , 6.01
1 , 4.92
0 , 3.26
1 , 4.88
2 , 6.05
0 , 3.22
1 , 4.89
2 , 6.06
0 , 3.15
1 , 4.9
2 , 6.01
0 , 3.15
2 , 6.0
1 , 4.89
1 , 4.89
2 , 6.02
0 , 3.25
0 , 3.07
1 , 4.91
2 , 5.99
0 , 3.19
1 , 4.91
2 , 5.98
0 , 3.14
2 , 6.06
1 , 4.92
1 , 4.9
2 , 6.06
0 , 3.2
0 , 3.17
1 , 4.88
2 , 6.0
0 , 3.14
1 , 4.91
2 , 6.05
0 , 3.12
1 , 4.9
2 , 6.03
0 , 3.2
2 , 6.02
1 , 4.91
0 , 3.22
1 , 4.87
2 , 6.07
0 , 3.25
1 , 4.9
2 , 6.01
0 , 3.24
1 , 4.91
2 , 6.05
0 , 3.21
2 , 6.1
1 , 4.88
1 , 4.9
0 , 3.26
2 , 6.01
0 , 3.25
1 , 4.9
2 , 6.02
0 , 3.07
1 , 4.93
2 , 6.02
1 , 4.96
0 , 3.04
2 , 6.0
1 , 4.9
0 , 3.19
2 , 6.08
0 , 3.14
1 , 4.91
2 , 6.07
0 , 3.17
1 , 4.9
2 , 6.0
0 , 3.18
1 , 4.89
2 , 6.02
0 , 3.1
1 , 4.91
2 , 6.08
0 , 3.23
1 , 4.88
2 , 6.03
0 , 3.27
1 , 4.95
2 , 6.0
0 , 3.14
1 , 4.89
2 , 6.05
2 , 6.0
0 , 3.23
1 , 4.88
0 , 3.22
1 , 4.93
2 , 6.01
0 , 3.17
1 , 4.86
2 , 6.0
0 , 3.2
1 , 4.91
2 , 5.98
1 , 4.88
2 , 6.01
0 , 3.18
2 , 6.01
1 , 4.89
0 , 3.13
0 , 3.06
1 , 4.91
2 , 6.0
0 , 3.19
1 , 4.9
2 , 6.08
1 , 4.88
2 , 6.08
0 , 3.12
0 , 3.2
2 , 6.01
1 , 4.87
0 , 3.11
1 , 4.89
2 , 6.07
0 , 3.05
1 , 4.88
2 , 6.0
1 , 4.93
2 , 6.0
0 , 3.02
1 , 4.92
0 , 3.25
2 , 6.07
0 , 3.26
1 , 4.93
2 , 6.07
0 , 3.17
1 , 4.93
2 , 6.01
0 , 3.18
1 , 4.9
2 , 6.03
0 , 3.23
1 , 4.93
2 , 6.09
0 , 3.25
1 , 4.89
2 , 6.02
0 , 3.22
1 , 4.89
2 , 5.98
0 , 3.14
1 , 4.91
2 , 6.1
1 , 4.93
0 , 3.16
2 , 6.01
2 , 6.05
0 , 3.28
1 , 4.91
0 , 3.11
1 , 4.89
2 , 6.05
0 , 3.19
1 , 4.94
2 , 6.05
1 , 4.9
0 , 3.13
2 , 6.01
0 , 3.16
2 , 6.02
1 , 4.91
0 , 3.16
1 , 4.88
2 , 6.03
0 , 3.08
1 , 4.9
2 , 6.01
2 , 6.02
0 , 3.18
1 , 4.91
0 , 3.27
2 , 6.06
1 , 4.88
0 , 3.19
1 , 4.86
2 , 6.03
0 , 3.11
1 , 4.9
2 , 6.08
0 , 3.09
1 , 4.9
